Frame #,Timestamp,Object ID,Object class,BBox xmin,BBox ymin,BBox xmax,BBox ymax,vel_x,vel_y,Generation method,GPS lat of bbox bottom center,GPS long of bbox bottom center
2359,1756875243.66,133,truck (other),1378.821044921875,870.5148315429688,2478.972900390625,1225.93505859375,89.6614761352539,-7.267584800720215,Localizer,36.00302449172735,-86.60801219361015
2360,1756875243.69,130,pickup,3822.083251953125,614.50244140625,4001.822265625,785.8602905273438,60.1302490234375,2.6716740131378174,Localizer,36.00286688244377,-86.60778273833162
2360,1756875243.69,131,truck (other),2462.966064453125,945.1939086914062,2999.15185546875,1159.0076904296875,161.40977478027344,-11.841046333312988,Localizer,36.002951308655874,-86.60794039790895
2360,1756875243.69,132,sedan,2137.59716796875,467.0778503417969,2492.757568359375,628.3251953125,92.73412322998047,-4.998727798461914,Localizer,36.003030172978555,-86.60791130317509
2360,1756875243.69,133,truck (other),1475.1290283203125,867.2582397460938,2574.270751953125,1222.88671875,94.2371597290039,-6.263521671295166,Localizer,36.003016047724486,-86.60800318050207
2361,1756875243.73,130,pickup,3879.154541015625,624.5162963867188,4031.01708984375,783.128662109375,60.071693420410156,4.232962131500244,Localizer,36.00286256078879,-86.6077792385263
2361,1756875243.73,131,truck (other),2549.697021484375,933.5009765625,3057.243408203125,1136.5391845703125,106.4717788696289,-11.359810829162598,Localizer,36.00294597486179,-86.60793164186879
2361,1756875243.73,132,sedan,2229.393310546875,461.952880859375,2584.272705078125,623.8436279296875,91.93822479248047,-5.034117221832275,Localizer,36.00302183514203,-86.60790194298434
2361,1756875243.73,133,truck (other),1569.0057373046875,860.0603637695312,2669.80615234375,1219.015625,94.63812255859375,-6.537805557250977,Localizer,36.00300788464996,-86.60799396230063
2362,1756875243.76,130,pickup,3940.276123046875,631.32373046875,4051.624267578125,781.4378662109375,59.70211410522461,5.0297160148620605,Localizer,36.00285852881025,-86.60777579065268
2362,1756875243.76,131,truck (other),2634.90185546875,921.1144409179688,3116.065673828125,1115.582275390625,89.2947998046875,-11.327779769897461,Localizer,36.002940628628686,-86.60792294472417
2362,1756875243.76,132,sedan,2319.57080078125,456.9868469238281,2673.5751953125,617.2764892578125,90.54790496826172,-5.143260955810547,Localizer,36.00301375061242,-86.6078926170837
2362,1756875243.76,133,truck (other),1661.0577392578125,855.2938232421875,2774.28466796875,1215.630615234375,95.49163055419922,-6.362789154052734,Localizer,36.0029992720658,-86.60798459298506
2363,1756875243.79,130,pickup,3993.004150390625,637.6943359375,4078.574462890625,781.0933837890625,57.09553146362305,5.208293914794922,Localizer,36.00285456470376,-86.60777250873828
2363,1756875243.79,131,truck (other),2718.9609375,911.0648193359375,3186.37841796875,1103.352783203125,86.08760070800781,-10.527341842651367,Localizer,36.00293438910405,-86.60791448122285
2363,1756875243.79,132,sedan,2411.230712890625,450.917236328125,2764.90966796875,610.26123046875,91.27652740478516,-5.512619972229004,Localizer,36.00300555073636,-86.60788300041301
2363,1756875243.79,133,truck (other),1759.0875244140625,847.939697265625,2912.74853515625,1214.70654296875,104.53604888916016,-7.34033727645874,Localizer,36.00298883621724,-86.60797340153199
2364,1756875243.83,130,pickup,4050.099609375,642.9026489257812,4102.1279296875,780.008544921875,57.09553146362305,5.208293914794922,Detector,36.002850619917176,-86.60776903918358
2364,1756875243.83,131,truck (other),2805.048583984375,900.5374755859375,3257.21435546875,1085.5286865234375,86.08760070800781,-10.527341842651367,Detector,36.00292823667308,-86.60790547641204
2364,1756875243.83,132,sedan,2503.106689453125,448.1026916503906,2860.5634765625,605.8450927734375,92.45196533203125,-4.852587699890137,Detector,36.002996879111585,-86.60787357082947
2364,1756875243.83,133,truck (other),1863.62353515625,840.599365234375,3030.771240234375,1212.2998046875,104.53604888916016,-7.34033727645874,Detector,36.00297907913312,-86.60796273287225
2365,1756875243.86,130,pickup,4108.056640625,661.412109375,4136.5703125,773.0458984375,58.80347442626953,7.727502346038818,Localizer,36.00284587644348,-86.60776558165018
2365,1756875243.86,131,truck (other),2893.90478515625,896.623291015625,3346.21923828125,1090.7156982421875,88.97180938720703,-8.110147476196289,Localizer,36.002920047807386,-86.60789748376833
2365,1756875243.86,132,sedan,2590.609130859375,443.0101623535156,2949.105712890625,600.867919921875,89.12548828125,-4.91555118560791,Localizer,36.002988864249495,-86.60786447357816
2365,1756875243.86,133,truck (other),1929.024658203125,834.5216064453125,3142.3623046875,1211.61669921875,89.22350311279297,-7.618003845214844,Localizer,36.002971273050555,-86.6079543021868
2366,1756875243.89,130,pickup,4111.599609375,697.382568359375,4149.39990234375,796.575927734375,29.791507720947266,14.868295669555664,Localizer,36.00284314790212,-86.6077693050465
2366,1756875243.89,131,truck (other),2982.391357421875,893.2688598632812,3427.742431640625,1092.9117431640625,89.31027221679688,-6.314338684082031,Localizer,36.00291230300401,-86.60788968240284
2366,1756875243.89,132,sedan,2683.075439453125,438.3631591796875,3041.641357421875,596.493408203125,91.20186614990234,-4.792757034301758,Localizer,36.002980367144005,-86.60785501370623
2366,1756875243.89,133,truck (other),2014.40771484375,830.7595825195312,3252.94189453125,1207.199462890625,87.38385772705078,-6.990482807159424,Localizer,36.00296264785995,-86.6079449138416
2367,1756875243.93,130,pickup,4142.96240234375,725.6402587890625,4164.06103515625,806.9007568359375,31.713594436645508,18.104190826416016,Localizer,36.002839724370446,-86.60777005694503
2367,1756875243.93,131,truck (other),3083.976318359375,889.0211791992188,3511.3212890625,1092.2822265625,95.91353607177734,-5.186703681945801,Localizer,36.00290399063464,-86.60788093651448
2367,1756875243.93,132,sedan,2774.62060546875,434.00360107421875,3133.6728515625,593.9609985351562,91.35601043701172,-4.52829122543335,Localizer,36.00297184277773,-86.60784576565432
2367,1756875243.93,133,truck (other),2108.468017578125,826.5382690429688,3338.568603515625,1195.771728515625,85.66117095947266,-6.277295112609863,Localizer,36.00295503424333,-86.60793576564073
2368,1756875243.96,130,pickup,4173.27001953125,749.549072265625,4183.126953125,814.3040771484375,32.53712844848633,19.148033142089844,Localizer,36.00283639158842,-86.6077701053937
2368,1756875243.96,131,truck (other),3181.238037109375,884.7044677734375,3594.5517578125,1091.8558349609375,96.32674407958984,-4.542078495025635,Localizer,36.00289588146403,-86.607872405572
2368,1756875243.96,132,sedan,2861.55517578125,429.1128845214844,3224.192626953125,590.7745361328125,88.91560363769531,-4.623362064361572,Localizer,36.00296365058153,-86.60783671316025
2368,1756875243.96,133,truck (other),2193.711669921875,819.6161499023438,3420.611328125,1183.1982421875,82.04592895507812,-6.58274507522583,Localizer,36.002948115840944,-86.60792691073603
2369,1756875243.99,130,pickup,4175.44189453125,782.4882202148438,4190.4384765625,837.2549438476562,16.32969093322754,22.9232234954834,Localizer,36.00283414602554,-86.60777384274105
2369,1756875243.99,131,truck (other),3269.212158203125,879.3672485351562,3674.79150390625,1090.5941162109375,91.54234313964844,-4.634567737579346,Localizer,36.00288839291125,-86.60786429928379
2369,1756875243.99,132,sedan,2952.7216796875,423.34686279296875,3317.993408203125,586.8027954101562,90.65006256103516,-4.9484782218933105,Localizer,36.002955153539645,-86.60782716904974
2369,1756875243.99,133,truck (other),2273.851318359375,815.3345336914062,3519.89453125,1177.06201171875,82.70945739746094,-6.197860240936279,Localizer,36.00294029458603,-86.6079180860618
2370,1756875244.03,130,pickup,4191.771484375,805.4114379882812,4195.6875,852.9140014648438,16.32969093322754,22.9232234954834,Detector,36.002831901373135,-86.60777571430003
2370,1756875244.03,131,truck (other),3360.75439453125,874.732666015625,3755.339111328125,1087.1934814453125,91.54234313964844,-4.634567737579346,Detector,36.00288076820214,-86.60785590961386
2370,1756875244.03,132,sedan,3046.443115234375,420.9150085449219,3410.349609375,582.95654296875,92.10671997070312,-4.233335494995117,Detector,36.00294645780413,-86.60781781737992
2370,1756875244.03,133,truck (other),2356.560791015625,809.1366577148438,3614.575439453125,1170.74072265625,82.70945739746094,-6.197860240936279,Detector,36.002932632469154,-86.60790920240953
2370,1756875244.03,134,truck (other),391.5985107421875,583.5791015625,782.616943359375,751.958251953125,0.0,0.0,Detector,36.00318246349985,-86.60808909193457
2370,1756875244.03,135,midsize,89.53753662109375,13.843677520751953,450.67987060546875,116.82322692871094,0.0,0.0,Detector,36.00327773862972,-86.60804425042069
2371,1756875244.06,130,pickup,4181.234375,840.9193725585938,4196.29248046875,881.1033935546875,5.723542213439941,26.00641632080078,Localizer,36.00283033415856,-86.60778089292718
2371,1756875244.06,131,truck (other),3435.40966796875,871.441162109375,3828.64990234375,1085.4476318359375,84.4186019897461,-4.439499855041504,Localizer,36.00287414317981,-86.6078488193057
2371,1756875244.06,132,sedan,3136.20068359375,414.8526306152344,3501.154541015625,578.7894287109375,90.54181671142578,-4.718361854553223,Localizer,36.00293817073862,-86.60780842386497
2371,1756875244.06,133,truck (other),2428.9423828125,800.3265380859375,3689.16748046875,1161.424560546875,76.5891342163086,-6.767141819000244,Localizer,36.00292655462379,-86.6079013124465
2371,1756875244.06,134,truck (other),467.6832275390625,570.0942993164062,873.385498046875,751.915771484375,76.08451080322266,-13.484763145446777,Localizer,36.003175310402284,-86.60808051364069
2371,1756875244.06,135,midsize,0.9256515502929688,3.1599245071411133,371.9791564941406,112.78278350830078,-88.61163330078125,-10.68373966217041,Localizer,36.003286919462546,-86.6080515749571
2372,1756875244.09,130,pickup,4187.21923828125,868.1957397460938,4199.1767578125,901.0081787109375,6.3698930740356445,26.234235763549805,Localizer,36.002828426246154,-86.60778396027673
2372,1756875244.09,131,truck (other),3505.28857421875,877.1275634765625,3866.60302734375,1084.6187744140625,69.81474304199219,-1.5132131576538086,Localizer,36.00286902826898,-86.60784424492955
2372,1756875244.09,132,sedan,3225.57373046875,408.51910400390625,3592.548095703125,573.9808959960938,89.96019744873047,-5.200392723083496,Localizer,36.00292989738355,-86.60779893895989
2372,1756875244.09,133,truck (other),2493.3544921875,791.652099609375,3727.39208984375,1149.708984375,61.088661193847656,-6.718768119812012,Localizer,36.0029225802452,-86.60789527246502
2372,1756875244.09,134,truck (other),568.996337890625,566.4910278320312,969.0513916015625,744.0982055664062,90.93478393554688,-8.520559310913086,Localizer,36.00316662788146,-86.60807064391514
2372,1756875244.09,135,midsize,-39.80467987060547,2.029447555541992,297.7543029785156,109.56343078613281,-60.78702926635742,-5.841660499572754,Localizer,36.003292895217264,-86.60805698775472
2373,1756875244.13,130,pickup,4193.75927734375,895.3508911132812,4202.7421875,921.0289306640625,6.871053695678711,26.39861488342285,Localizer,36.0028264699873,-86.60778695632165
2373,1756875244.13,131,truck (other),3579.583740234375,873.1522216796875,3933.4111328125,1079.239990234375,74.39539337158203,-2.523815870285034,Localizer,36.002862855243585,-86.6078371585355
2373,1756875244.13,132,sedan,3313.6708984375,401.7022399902344,3683.555908203125,569.391357421875,89.01445007324219,-5.661247253417969,Localizer,36.002921702153884,-86.60778949988462
2373,1756875244.13,133,truck (other),2571.168701171875,785.7488403320312,3774.362548828125,1144.0267333984375,66.00541687011719,-5.637286186218262,Localizer,36.00291726601209,-86.60788880679581
2373,1756875244.13,134,truck (other),668.571533203125,561.27197265625,1065.2213134765625,739.0510864257812,95.4404067993164,-7.364062309265137,Localizer,36.0031579345189,-86.60806088781162
2373,1756875244.13,135,midsize,-55.78681182861328,4.3338165283203125,221.04953002929688,106.000732421875,-38.71055603027344,-2.878934860229492,Localizer,36.00329758184712,-86.608061498707
2374,1756875244.16,130,pickup,4201.02587890625,924.1728515625,4206.46484375,941.8690795898438,7.2989726066589355,27.01340675354004,Localizer,36.002824404133214,-86.6077900793582
2374,1756875244.16,131,truck (other),3646.351806640625,875.7455444335938,3963.32958984375,1081.388671875,64.36187744140625,-0.36594557762145996,Localizer,36.00285825586746,-86.6078330839746
2374,1756875244.16,132,sedan,3400.76220703125,396.00030517578125,3772.623779296875,566.0177612304688,87.73572540283203,-5.603133678436279,Localizer,36.00291355021134,-86.60778036685953
2374,1756875244.16,133,truck (other),2635.24609375,776.3690185546875,3822.4453125,1138.10595703125,63.02859115600586,-6.187577247619629,Localizer,36.00291265654648,-86.60788265519949
2374,1756875244.16,134,truck (other),769.24267578125,556.5524291992188,1158.753662109375,734.981201171875,97.27229309082031,-6.541067600250244,Localizer,36.003149230753614,-86.6080512814932
2374,1756875244.16,135,midsize,-55.017696380615234,3.764338970184326,158.2436065673828,102.36133575439453,-18.64582633972168,-2.002253532409668,Localizer,36.00330091778894,-86.60806430035079
2375,1756875244.19,130,pickup,4208.359375,952.0997924804688,4210.46875,962.0928955078125,7.494692325592041,27.19202995300293,Localizer,36.00282237910286,-86.60779306170433
2375,1756875244.19,131,truck (other),3700.85888671875,873.5170288085938,3978.025390625,1064.9244384765625,53.89589309692383,-1.3917102813720703,Localizer,36.00285568538938,-86.60782860827187
2375,1756875244.19,132,sedan,3486.916748046875,389.0451354980469,3853.18701171875,561.3924560546875,85.20320892333984,-5.799881935119629,Localizer,36.00290593624085,-86.60777148226408
2375,1756875244.19,133,truck (other),2714.400634765625,773.6906127929688,3858.001220703125,1131.098876953125,67.33241271972656,-4.412376403808594,Localizer,36.00290772427643,-86.60787676126812
2375,1756875244.19,134,truck (other),863.7708129882812,554.2796020507812,1251.8900146484375,730.5589599609375,95.313232421875,-5.434066295623779,Localizer,36.00314072417866,-86.60804209926918
2375,1756875244.19,135,midsize,-75.69451141357422,4.460643768310547,90.01028442382812,101.3626937866211,-21.76984977722168,-1.0372519493103027,Localizer,36.003305360284855,-86.60806868631673
2376,1756875244.23,131,truck (other),3754.7548828125,872.1253051757812,4006.63134765625,1059.350830078125,53.89589309692383,-1.3917102813720703,Detector,36.00285211614707,-86.6078243488658
2376,1756875244.23,132,sedan,3565.584228515625,390.4173583984375,3876.873779296875,550.6931762695312,70.15865325927734,-3.123436212539673,Detector,36.002901337460074,-86.60776584941466
2376,1756875244.23,133,truck (other),2781.733154296875,769.2782592773438,3905.8310546875,1122.717041015625,67.33241271972656,-4.412376403808594,Detector,36.00290287444341,-86.6078706262894
2376,1756875244.23,134,truck (other),964.70068359375,554.6206665039062,1343.868408203125,726.5902099609375,97.51423645019531,-3.85363507270813,Detector,36.003131817049336,-86.60803285462515
2376,1756875244.23,135,midsize,-97.46436309814453,3.423391819000244,26.855213165283203,97.9467544555664,-21.76984977722168,-1.0372519493103027,Detector,36.00330985150319,-86.608072607918
2377,1756875244.26,131,truck (other),3802.57958984375,874.2952270507812,4028.878662109375,1059.4842529296875,50.86225509643555,-0.2751210927963257,Localizer,36.002848816478306,-86.60782131304768
2377,1756875244.26,132,sedan,3641.10302734375,390.5807189941406,3900.038330078125,541.739501953125,66.6667709350586,-1.6201930046081543,Localizer,36.00289689134674,-86.60776042832292
2377,1756875244.26,133,truck (other),2876.498046875,774.0904541015625,3907.028564453125,1117.72119140625,72.21831512451172,-0.66874098777771,Localizer,36.00289846319874,-86.60786623069596
2377,1756875244.26,134,truck (other),1061.1845703125,549.2097778320312,1435.3525390625,721.1531372070312,96.48062896728516,-4.307095050811768,Localizer,36.00312347568981,-86.60802337981362
2377,1756875244.26,135,midsize,-124.62516021728516,5.412833213806152,-33.46167755126953,95.02002716064453,-23.398225784301758,-0.48397982120513916,Localizer,36.003314260634276,-86.60807688222404
2378,1756875244.3,131,truck (other),3862.852294921875,876.630126953125,4064.155029296875,1060.816162109375,57.18526840209961,0.6122844219207764,Localizer,36.00284430078046,-86.60781721145189
2378,1756875244.3,132,sedan,3714.529541015625,390.3639831542969,3915.39306640625,536.4401245117188,64.95481872558594,-0.3858063220977783,Localizer,36.00289280062693,-86.6077557330788
2378,1756875244.3,133,truck (other),2981.725830078125,782.6962890625,3911.786865234375,1114.7435302734375,81.55648803710938,3.033505439758301,Localizer,36.002893204667394,-86.60786159595584
2378,1756875244.3,134,truck (other),1150.3182373046875,544.114013671875,1526.0291748046875,716.628173828125,92.55165100097656,-4.643215656280518,Localizer,36.00311545018285,-86.60801435189427
2378,1756875244.3,135,midsize,-151.0753173828125,6.222012042999268,-95.10520935058594,92.71524047851562,-24.571643829345703,-0.2443562000989914,Localizer,36.00331873374155,-86.60808115123027
2379,1756875244.33,131,truck (other),3914.669921875,881.5974731445312,4097.08349609375,1059.308349609375,54.82841873168945,1.5807733535766602,Localizer,36.00284028979511,-86.60781358910748
2379,1756875244.33,132,sedan,3775.765625,386.43157958984375,3937.2197265625,526.3278198242188,61.626007080078125,-1.3677172660827637,Localizer,36.002889291243505,-86.60775064105528
2379,1756875244.33,133,truck (other),3079.49609375,787.972900390625,3908.741455078125,1114.612548828125,82.93329620361328,5.087949275970459,Localizer,36.00288866713333,-86.60785762641409
2379,1756875244.33,134,truck (other),1244.775146484375,539.2335205078125,1622.072021484375,713.267578125,94.57649993896484,-4.736226558685303,Localizer,36.00310684634534,-86.60800489985982
2379,1756875244.33,135,midsize,-182.39227294921875,16.794666290283203,-159.8776092529297,92.2560806274414,-28.146556854248047,2.2943601608276367,Localizer,36.0033229041589,-86.60808655297608
2380,1756875244.36,131,truck (other),3961.951904296875,886.9329223632812,4131.662109375,1058.9541015625,51.88142776489258,2.3391318321228027,Localizer,36.00283636411298,-86.60781020817794
2380,1756875244.36,132,sedan,3836.137451171875,391.3718566894531,3964.77978515625,518.207763671875,61.494773864746094,0.14521515369415283,Localizer,36.00288515039989,-86.60774616159044
2380,1756875244.36,133,truck (other),3176.939208984375,796.5902099609375,3904.421875,1114.1083984375,85.70366668701172,7.188412666320801,Localizer,36.0028841037253,-86.60785393773894
2380,1756875244.36,134,truck (other),1337.265625,534.4223022460938,1714.096435546875,708.0933837890625,93.31733703613281,-4.855706691741943,Localizer,36.00309859525916,-86.60799560520971
2380,1756875244.36,135,midsize,-251.25155639648438,37.42254638671875,-234.030517578125,107.9786605834961,-49.516136169433594,7.056700706481934,Localizer,36.00332781282123,-86.60809591898182
2381,1756875244.39,131,truck (other),4014.509521484375,891.3745727539062,4158.4736328125,1068.95458984375,51.16366195678711,3.728208065032959,Localizer,36.00283225626761,-86.60780762066655
2381,1756875244.39,132,sedan,3898.862548828125,393.58258056640625,3987.001708984375,510.9002380371094,61.33723831176758,0.8056531548500061,Localizer,36.00288122051161,-86.60774167238546
2381,1756875244.39,133,truck (other),3259.207763671875,805.5009765625,3891.16943359375,1117.7359619140625,79.4815673828125,8.695226669311523,Localizer,36.00288050245786,-86.6078516599413
2381,1756875244.39,134,truck (other),1429.722412109375,528.560546875,1804.166259765625,702.1209716796875,92.47892761230469,-5.185853004455566,Localizer,36.00309051140236,-86.60798627151097
2381,1756875244.39,135,midsize,-339.38702392578125,61.92900848388672,-321.1598205566406,131.025634765625,-70.05303955078125,11.72673511505127,Localizer,36.00333361911893,-86.60810753155026
2382,1756875244.43,131,truck (other),4065.673095703125,895.102783203125,4187.79931640625,1071.277099609375,51.16366195678711,3.728208065032959,Detector,36.00282836477319,-86.60780438292736
2382,1756875244.43,132,sedan,3960.19970703125,394.38824462890625,4011.449462890625,503.42071533203125,61.33723831176758,0.8056531548500061,Detector,36.00287730342407,-86.6077370150009
2382,1756875244.43,133,truck (other),3338.689453125,814.1962280273438,3889.096435546875,1114.88037109375,79.4815673828125,8.695226669311523,Detector,36.002876744864835,-86.60784853475297
2382,1756875244.43,134,truck (other),1526.90283203125,526.674072265625,1894.071044921875,697.0669555664062,94.52598571777344,-4.2355055809021,Detector,36.003081979310714,-86.60797703055574
2383,1756875244.46,131,truck (other),4108.724609375,901.1702880859375,4220.87841796875,1075.887451171875,48.560298919677734,4.146268367767334,Localizer,36.00282453146975,-86.60780167830653
2383,1756875244.46,132,sedan,4022.245849609375,405.4059753417969,4044.2373046875,491.43206787109375,62.66366958618164,2.7569801807403564,Localizer,36.00287274324072,-86.60773237086917
2383,1756875244.46,133,truck (other),3424.55419921875,812.9992065429688,3863.826416015625,1108.0877685546875,79.19551849365234,6.813925743103027,Localizer,36.00287422617336,-86.6078452113552
2383,1756875244.46,134,truck (other),1621.437255859375,522.0289306640625,1985.0257568359375,692.0914306640625,94.44216918945312,-4.338509559631348,Localizer,36.00307363386857,-86.60796767830985
2384,1756875244.49,131,truck (other),4148.7353515625,907.2190551757812,4255.41259765625,1081.1334228515625,45.545753479003906,4.426233768463135,Localizer,36.00282075546411,-86.60779909286676
2384,1756875244.49,132,sedan,4041.41748046875,428.5827331542969,4063.68603515625,502.3976745605469,40.57343292236328,7.843782424926758,Localizer,36.00286967252321,-86.60773322096354
2384,1756875244.49,133,truck (other),3513.4951171875,815.96240234375,3860.81787109375,1108.911865234375,85.04470825195312,6.314143657684326,Localizer,36.002870145557274,-86.60784155404652
2384,1756875244.49,134,truck (other),1713.9278564453125,516.25830078125,2081.266845703125,690.7874755859375,94.4313735961914,-4.625078201293945,Localizer,36.00306501148348,-86.60795833104822
2385,1756875244.53,131,truck (other),4185.72802734375,913.4024047851562,4290.36669921875,1087.2366943359375,42.43446731567383,4.670072078704834,Localizer,36.00281707201908,-86.607796699834
2385,1756875244.53,132,sedan,4046.907958984375,453.41534423828125,4068.397705078125,517.1482543945312,21.61925506591797,12.331230163574219,Localizer,36.00286779470866,-86.60773586180794
2385,1756875244.53,133,truck (other),3600.98193359375,817.2643432617188,3856.6103515625,1100.63232421875,86.3390121459961,4.8845720291137695,Localizer,36.002866545311406,-86.60783726175687
2385,1756875244.53,134,truck (other),1807.2861328125,511.1501770019531,2173.938232421875,686.1692504882812,93.81035614013672,-4.806766033172607,Localizer,36.00305662465927,-86.60794892360013
2386,1756875244.56,131,truck (other),4220.0283203125,919.8103637695312,4325.3623046875,1094.2991943359375,39.39137649536133,4.9261040687561035,Localizer,36.002813478053746,-86.60779451546877
2386,1756875244.56,132,sedan,4067.7451171875,470.34649658203125,4076.2431640625,521.1138305664062,22.3566837310791,13.1724214553833,Localizer,36.00286568285205,-86.60773613504224
2386,1756875244.56,133,truck (other),3682.01806640625,825.0472412109375,3852.7958984375,1091.14404296875,83.89403533935547,5.204317092895508,Localizer,36.00286304681977,-86.6078336147207
2386,1756875244.56,134,truck (other),1901.9083251953125,505.1328430175781,2267.390869140625,680.669189453125,94.35066986083984,-5.200767517089844,Localizer,36.003048207863316,-86.60793928654147
2387,1756875244.6,131,truck (other),4252.04150390625,926.5457153320312,4359.99755859375,1102.3056640625,36.52925109863281,5.233447551727295,Localizer,36.00280997126271,-86.60779254596412
2387,1756875244.6,132,sedan,4065.618896484375,494.2447204589844,4075.76123046875,537.3922119140625,9.453763961791992,16.08279037475586,Localizer,36.002864414803994,-86.60773942140509
2387,1756875244.6,133,truck (other),3762.33203125,836.474365234375,3866.363037109375,1086.8270263671875,85.82273864746094,6.347750186920166,Localizer,36.00285849065947,-86.60782982902911
2387,1756875244.6,134,truck (other),1995.765380859375,500.15997314453125,2359.553955078125,675.0181274414062,93.91536712646484,-5.198358535766602,Localizer,36.00303983777852,-86.60792979315242
2388,1756875244.63,131,truck (other),4288.57080078125,931.7791748046875,4391.3134765625,1109.478515625,36.52925109863281,5.233447551727295,Detector,36.0028064846027,-86.60779035586884
2388,1756875244.63,133,truck (other),3848.15478515625,842.8221435546875,3869.455810546875,1082.0400390625,85.82273864746094,6.347750186920166,Detector,36.00285434649036,-86.6078258788332
2388,1756875244.63,134,truck (other),2089.291259765625,497.8136901855469,2446.529541015625,671.6520385742188,92.60812377929688,-4.258815765380859,Detector,36.00303150875592,-86.6079208843654
2389,1756875244.66,131,truck (other),4315.123046875,939.1703491210938,4428.13037109375,1119.255615234375,33.427024841308594,5.555318355560303,Localizer,36.00280306419768,-86.60778871595434
2389,1756875244.66,133,truck (other),3766.5107421875,837.007080078125,3817.6689453125,1085.4068603515625,17.06500244140625,1.7160167694091797,Localizer,36.002860568956606,-86.60783179923463
2389,1756875244.66,134,truck (other),2177.859375,491.38909912109375,2538.074462890625,668.991455078125,90.96727752685547,-4.83064603805542,Localizer,36.00302333354542,-86.60791175305273
2390,1756875244.7,131,truck (other),4342.98486328125,947.1743774414062,4461.90576171875,1129.134033203125,31.149812698364258,6.066295146942139,Localizer,36.0027997071735,-86.60778720888416
2390,1756875244.7,133,truck (other),3721.088623046875,858.1945190429688,3813.7998046875,1054.42041015625,-4.790069580078125,2.499204158782959,Localizer,36.002863161600395,-86.60783335900466
2390,1756875244.7,134,truck (other),2268.04296875,483.8878173828125,2629.984375,664.0767822265625,90.99026489257812,-5.637533187866211,Localizer,36.003015193739785,-86.60790228502165
2391,1756875244.73,131,truck (other),4370.25146484375,955.7741088867188,4493.494140625,1139.4898681640625,29.253604888916016,6.673689365386963,Localizer,36.002796451085764,-86.60778590805704
2391,1756875244.73,133,truck (other),3705.37744140625,864.3929443359375,3776.010986328125,1039.100341796875,-10.492790222167969,2.495620012283325,Localizer,36.00286592791085,-86.6078351602525
2391,1756875244.73,134,truck (other),2360.1220703125,477.6453552246094,2724.7314453125,658.8786010742188,92.31351470947266,-5.916897773742676,Localizer,36.00300677532943,-86.60789264673598
2392,1756875244.76,131,truck (other),4396.57861328125,965.0614013671875,4523.18310546875,1150.4169921875,27.617815017700195,7.355401039123535,Localizer,36.0027932934127,-86.60778482923381
2392,1756875244.76,133,truck (other),3681.04248046875,862.9568481445312,3734.84228515625,1012.0658569335938,-17.35129165649414,-0.1388084888458252,Localizer,36.00286989615101,-86.60783614800921
2392,1756875244.76,134,truck (other),2451.552490234375,473.0625915527344,2817.727294921875,653.733642578125,91.93146514892578,-5.642337322235107,Localizer,36.00299838854228,-86.60788322914708
2393,1756875244.8,131,truck (other),4421.884765625,975.1094970703125,4551.06884765625,1161.923828125,26.149532318115234,8.09208869934082,Localizer,36.00279023139264,-86.6077839771489
2393,1756875244.8,133,truck (other),3651.673095703125,858.3037719726562,3691.654296875,982.4773559570312,-22.989994049072266,-2.752016305923462,Localizer,36.00287439528291,-86.60783705420319
2393,1756875244.8,134,truck (other),2539.326416015625,467.2601318359375,2910.660400390625,650.2180786132812,89.95580291748047,-5.712890625,Localizer,36.002990151699,-86.60787400490277
2394,1756875244.83,131,truck (other),4448.0341796875,983.2015991210938,4579.4189453125,1172.8896484375,26.149532318115234,8.09208869934082,Detector,36.002787188308325,-86.6077828872124
2394,1756875244.83,133,truck (other),3628.68310546875,855.5517578125,3646.408447265625,965.6353149414062,-22.989994049072266,-2.752016305923462,Detector,36.002878211511735,-86.60783879967893
2394,1756875244.83,134,truck (other),2635.154541015625,466.4520568847656,3000.852783203125,645.2570190429688,92.4549331665039,-4.35267972946167,Detector,36.002981507800634,-86.60786477166594
2395,1756875244.86,131,truck (other),4472.060546875,994.8970336914062,4605.0751953125,1185.324951171875,25.05404281616211,9.000993728637695,Localizer,36.002784223579496,-86.60778238322098
2395,1756875244.86,133,truck (other),3622.021728515625,883.0441284179688,3661.117919921875,976.418212890625,-10.212831497192383,4.761985778808594,Localizer,36.00287654357875,-86.60784112822552
2395,1756875244.86,134,truck (other),2722.918701171875,458.167236328125,3095.36669921875,638.8851318359375,90.66303253173828,-5.646506309509277,Localizer,36.0029733898206,-86.60785506579181
2396,1756875244.9,131,truck (other),4495.52734375,1007.0446166992188,4629.5322265625,1198.01025390625,23.767807006835938,9.811727523803711,Localizer,36.00278132538455,-86.60778201041705
2396,1756875244.9,133,truck (other),3606.1416015625,885.9275512695312,3638.07177734375,966.868408203125,-13.18008041381836,4.1366963386535645,Localizer,36.00287856582367,-86.60784244197357
2396,1756875244.9,134,truck (other),2816.237548828125,452.1963195800781,3190.18212890625,632.9216918945312,92.41975402832031,-5.789001941680908,Localizer,36.00296486947225,-86.60784526243758
2397,1756875244.93,131,truck (other),4517.77734375,1019.8260498046875,4652.32177734375,1211.145263671875,22.475223541259766,10.61561393737793,Localizer,36.00277853408451,-86.60778184655148
2397,1756875244.93,133,truck (other),3594.41650390625,889.492919921875,3619.591552734375,955.7720336914062,-11.444177627563477,3.7270076274871826,Localizer,36.00288021598806,-86.60784329620647
